Daily Mean Air Temperature ,,,
Date,Value,Time Period,Climate Model
13-11-2053,9.53,2040-2069,CanESM2
14-11-2053,6.11,2040-2069,CanESM2
15-11-2053,5.53,2040-2069,CanESM2
16-11-2053,9.46,2040-2069,CanESM2
17-11-2053,9.02,2040-2069,CanESM2
18-11-2053,11.41,2040-2069,CanESM2
19-11-2053,11.52,2040-2069,CanESM2
20-11-2053,9.27,2040-2069,CanESM2
21-11-2053,7.82,2040-2069,CanESM2
22-11-2053,6.7,2040-2069,CanESM2
23-11-2053,0.4,2040-2069,CanESM2
24-11-2053,1.43,2040-2069,CanESM2
25-11-2053,5.65,2040-2069,CanESM2
26-11-2053,6.12,2040-2069,CanESM2
27-11-2053,1.14,2040-2069,CanESM2
28-11-2053,-0.11,2040-2069,CanESM2
29-11-2053,3.2,2040-2069,CanESM2
30-11-2053,1.51,2040-2069,CanESM2
01-12-2053,1.05,2040-2069,CanESM2
02-12-2053,2.41,2040-2069,CanESM2
03-12-2053,3.39,2040-2069,CanESM2
04-12-2053,3.67,2040-2069,CanESM2
05-12-2053,3.25,2040-2069,CanESM2
06-12-2053,5.01,2040-2069,CanESM2
07-12-2053,6.95,2040-2069,CanESM2
08-12-2053,4.15,2040-2069,CanESM2
09-12-2053,5.26,2040-2069,CanESM2
10-12-2053,7.53,2040-2069,CanESM2
11-12-2053,7.42,2040-2069,CanESM2
12-12-2053,5.01,2040-2069,CanESM2
13-12-2053,7.67,2040-2069,CanESM2
14-12-2053,7.77,2040-2069,CanESM2
15-12-2053,4.47,2040-2069,CanESM2
16-12-2053,2.74,2040-2069,CanESM2
17-12-2053,3.24,2040-2069,CanESM2
18-12-2053,4.17,2040-2069,CanESM2
19-12-2053,4.54,2040-2069,CanESM2
20-12-2053,7.94,2040-2069,CanESM2
21-12-2053,6.13,2040-2069,CanESM2
22-12-2053,1.6,2040-2069,CanESM2
23-12-2053,3.96,2040-2069,CanESM2
24-12-2053,8.27,2040-2069,CanESM2
25-12-2053,11.73,2040-2069,CanESM2
26-12-2053,11.85,2040-2069,CanESM2
27-12-2053,6.16,2040-2069,CanESM2
28-12-2053,2.8,2040-2069,CanESM2
29-12-2053,0.95,2040-2069,CanESM2
30-12-2053,-0.88,2040-2069,CanESM2
31-12-2053,-0.7,2040-2069,CanESM2
01-01-2054,4.67,2040-2069,CanESM2
02-01-2054,3.42,2040-2069,CanESM2
03-01-2054,3.96,2040-2069,CanESM2
04-01-2054,3.09,2040-2069,CanESM2
05-01-2054,5.05,2040-2069,CanESM2
06-01-2054,8.25,2040-2069,CanESM2
07-01-2054,1.24,2040-2069,CanESM2
08-01-2054,1.07,2040-2069,CanESM2
09-01-2054,3.03,2040-2069,CanESM2
10-01-2054,3.68,2040-2069,CanESM2
11-01-2054,11.63,2040-2069,CanESM2
12-01-2054,2.28,2040-2069,CanESM2
13-01-2054,-1.61,2040-2069,CanESM2
14-01-2054,-1.32,2040-2069,CanESM2
15-01-2054,-1.26,2040-2069,CanESM2
16-01-2054,-0.77,2040-2069,CanESM2
17-01-2054,-2.45,2040-2069,CanESM2
18-01-2054,-1.21,2040-2069,CanESM2
19-01-2054,0.53,2040-2069,CanESM2
20-01-2054,1.37,2040-2069,CanESM2
21-01-2054,1.92,2040-2069,CanESM2
22-01-2054,1.61,2040-2069,CanESM2
23-01-2054,-4.43,2040-2069,CanESM2
24-01-2054,-1.17,2040-2069,CanESM2
25-01-2054,1.53,2040-2069,CanESM2
26-01-2054,2.23,2040-2069,CanESM2
27-01-2054,1.01,2040-2069,CanESM2
28-01-2054,0.16,2040-2069,CanESM2
29-01-2054,4.21,2040-2069,CanESM2
30-01-2054,5.3,2040-2069,CanESM2
31-01-2054,8.83,2040-2069,CanESM2
01-02-2054,7.81,2040-2069,CanESM2
02-02-2054,8.48,2040-2069,CanESM2
03-02-2054,9.64,2040-2069,CanESM2
04-02-2054,4.6,2040-2069,CanESM2
05-02-2054,-0.54,2040-2069,CanESM2
06-02-2054,-0.84,2040-2069,CanESM2
07-02-2054,4.4,2040-2069,CanESM2
08-02-2054,4.91,2040-2069,CanESM2
09-02-2054,8.17,2040-2069,CanESM2
10-02-2054,4.57,2040-2069,CanESM2
11-02-2054,9.91,2040-2069,CanESM2
12-02-2054,9.47,2040-2069,CanESM2
13-02-2054,15.47,2040-2069,CanESM2
14-02-2054,15.06,2040-2069,CanESM2
15-02-2054,13.8,2040-2069,CanESM2
16-02-2054,4.4,2040-2069,CanESM2
17-02-2054,1.89,2040-2069,CanESM2
18-02-2054,3.27,2040-2069,CanESM2
19-02-2054,4.11,2040-2069,CanESM2
20-02-2054,11.6,2040-2069,CanESM2
21-02-2054,9.16,2040-2069,CanESM2
22-02-2054,4.92,2040-2069,CanESM2
23-02-2054,8.04,2040-2069,CanESM2
24-02-2054,9.83,2040-2069,CanESM2
25-02-2054,11.39,2040-2069,CanESM2
26-02-2054,14.05,2040-2069,CanESM2
27-02-2054,10.58,2040-2069,CanESM2
28-02-2054,7.66,2040-2069,CanESM2
01-03-2054,6.5,2040-2069,CanESM2
02-03-2054,8.67,2040-2069,CanESM2
03-03-2054,9.38,2040-2069,CanESM2
04-03-2054,7.63,2040-2069,CanESM2
05-03-2054,16.27,2040-2069,CanESM2
06-03-2054,18.43,2040-2069,CanESM2
07-03-2054,17.34,2040-2069,CanESM2
08-03-2054,14.19,2040-2069,CanESM2
09-03-2054,4,2040-2069,CanESM2
10-03-2054,4.86,2040-2069,CanESM2
11-03-2054,10.33,2040-2069,CanESM2
12-03-2054,6.98,2040-2069,CanESM2
13-03-2054,2.87,2040-2069,CanESM2
14-03-2054,7.29,2040-2069,CanESM2
15-03-2054,3.93,2040-2069,CanESM2
16-03-2054,2.15,2040-2069,CanESM2
17-03-2054,2.12,2040-2069,CanESM2
18-03-2054,6.16,2040-2069,CanESM2
19-03-2054,-0.55,2040-2069,CanESM2
20-03-2054,-1.02,2040-2069,CanESM2
21-03-2054,5.01,2040-2069,CanESM2
22-03-2054,3.05,2040-2069,CanESM2
23-03-2054,3.63,2040-2069,CanESM2
24-03-2054,2.89,2040-2069,CanESM2
25-03-2054,4.91,2040-2069,CanESM2
26-03-2054,3.15,2040-2069,CanESM2
27-03-2054,3.9,2040-2069,CanESM2
28-03-2054,9.34,2040-2069,CanESM2
29-03-2054,10.03,2040-2069,CanESM2
30-03-2054,7.06,2040-2069,CanESM2
31-03-2054,5.4,2040-2069,CanESM2
01-04-2054,1.24,2040-2069,CanESM2
02-04-2054,0.05,2040-2069,CanESM2
03-04-2054,2.03,2040-2069,CanESM2
04-04-2054,3.85,2040-2069,CanESM2
05-04-2054,12.9,2040-2069,CanESM2
06-04-2054,14.37,2040-2069,CanESM2
07-04-2054,12.28,2040-2069,CanESM2
08-04-2054,15.8,2040-2069,CanESM2
09-04-2054,14.25,2040-2069,CanESM2
10-04-2054,8.11,2040-2069,CanESM2
11-04-2054,7.43,2040-2069,CanESM2
12-04-2054,19.35,2040-2069,CanESM2
13-04-2054,22.77,2040-2069,CanESM2
14-04-2054,18.39,2040-2069,CanESM2
15-04-2054,16.86,2040-2069,CanESM2
16-04-2054,11.6,2040-2069,CanESM2
17-04-2054,18.76,2040-2069,CanESM2
18-04-2054,24.43,2040-2069,CanESM2
19-04-2054,20.54,2040-2069,CanESM2
20-04-2054,16.94,2040-2069,CanESM2
21-04-2054,19.68,2040-2069,CanESM2
22-04-2054,27.12,2040-2069,CanESM2
23-04-2054,29.73,2040-2069,CanESM2
24-04-2054,29.92,2040-2069,CanESM2
25-04-2054,29.64,2040-2069,CanESM2
26-04-2054,29.14,2040-2069,CanESM2
27-04-2054,17.45,2040-2069,CanESM2
28-04-2054,13.49,2040-2069,CanESM2
29-04-2054,14.39,2040-2069,CanESM2
30-04-2054,15.73,2040-2069,CanESM2
01-05-2054,17.18,2040-2069,CanESM2
02-05-2054,21.53,2040-2069,CanESM2
03-05-2054,18.56,2040-2069,CanESM2
04-05-2054,14.28,2040-2069,CanESM2
05-05-2054,14.1,2040-2069,CanESM2
06-05-2054,13.93,2040-2069,CanESM2
07-05-2054,15.47,2040-2069,CanESM2
08-05-2054,18.05,2040-2069,CanESM2
09-05-2054,20.34,2040-2069,CanESM2
10-05-2054,20.43,2040-2069,CanESM2
11-05-2054,21.65,2040-2069,CanESM2
12-05-2054,21.82,2040-2069,CanESM2
13-05-2054,23.09,2040-2069,CanESM2
14-05-2054,25.38,2040-2069,CanESM2
15-05-2054,18.68,2040-2069,CanESM2
16-05-2054,19.28,2040-2069,CanESM2
17-05-2054,24.59,2040-2069,CanESM2
18-05-2054,21.9,2040-2069,CanESM2
19-05-2054,23.91,2040-2069,CanESM2
20-05-2054,25.83,2040-2069,CanESM2
21-05-2054,29.04,2040-2069,CanESM2
22-05-2054,32.98,2040-2069,CanESM2
23-05-2054,34.52,2040-2069,CanESM2
24-05-2054,35.19,2040-2069,CanESM2
25-05-2054,37.7,2040-2069,CanESM2
26-05-2054,38.69,2040-2069,CanESM2
27-05-2054,34.68,2040-2069,CanESM2
28-05-2054,40.13,2040-2069,CanESM2
29-05-2054,36.65,2040-2069,CanESM2
30-05-2054,29.06,2040-2069,CanESM2
31-05-2054,29.27,2040-2069,CanESM2
01-06-2054,27.93,2040-2069,CanESM2
02-06-2054,36.94,2040-2069,CanESM2
03-06-2054,42.13,2040-2069,CanESM2
04-06-2054,40.84,2040-2069,CanESM2
05-06-2054,40.61,2040-2069,CanESM2
06-06-2054,39.04,2040-2069,CanESM2
07-06-2054,34.23,2040-2069,CanESM2
08-06-2054,29.63,2040-2069,CanESM2
09-06-2054,33.63,2040-2069,CanESM2
10-06-2054,36.5,2040-2069,CanESM2
11-06-2054,38.45,2040-2069,CanESM2
12-06-2054,38.56,2040-2069,CanESM2
13-06-2054,41.61,2040-2069,CanESM2
14-06-2054,43.85,2040-2069,CanESM2
15-06-2054,43.09,2040-2069,CanESM2
16-06-2054,42.6,2040-2069,CanESM2
17-06-2054,40.87,2040-2069,CanESM2
18-06-2054,43.84,2040-2069,CanESM2
19-06-2054,39.71,2040-2069,CanESM2
20-06-2054,39.01,2040-2069,CanESM2
21-06-2054,41.15,2040-2069,CanESM2
22-06-2054,41.91,2040-2069,CanESM2
23-06-2054,42.49,2040-2069,CanESM2
24-06-2054,38.23,2040-2069,CanESM2
25-06-2054,38.82,2040-2069,CanESM2
26-06-2054,36.34,2040-2069,CanESM2
27-06-2054,33.71,2040-2069,CanESM2
28-06-2054,40.33,2040-2069,CanESM2
29-06-2054,45.1,2040-2069,CanESM2
30-06-2054,44.02,2040-2069,CanESM2
01-07-2054,44.47,2040-2069,CanESM2
02-07-2054,37.04,2040-2069,CanESM2
03-07-2054,33.93,2040-2069,CanESM2
04-07-2054,34.93,2040-2069,CanESM2
05-07-2054,36.52,2040-2069,CanESM2
06-07-2054,36.87,2040-2069,CanESM2
07-07-2054,40.45,2040-2069,CanESM2
08-07-2054,45.23,2040-2069,CanESM2
09-07-2054,47.33,2040-2069,CanESM2
10-07-2054,40.43,2040-2069,CanESM2
11-07-2054,42.09,2040-2069,CanESM2
12-07-2054,47.13,2040-2069,CanESM2
13-07-2054,47.54,2040-2069,CanESM2
14-07-2054,40.44,2040-2069,CanESM2
15-07-2054,38.73,2040-2069,CanESM2
16-07-2054,36.56,2040-2069,CanESM2
17-07-2054,42.73,2040-2069,CanESM2
18-07-2054,47.06,2040-2069,CanESM2
19-07-2054,46.89,2040-2069,CanESM2
20-07-2054,40.4,2040-2069,CanESM2
21-07-2054,44.98,2040-2069,CanESM2
22-07-2054,39.87,2040-2069,CanESM2
23-07-2054,40.56,2040-2069,CanESM2
24-07-2054,45.06,2040-2069,CanESM2
25-07-2054,40.12,2040-2069,CanESM2
26-07-2054,37.14,2040-2069,CanESM2
27-07-2054,37.43,2040-2069,CanESM2
28-07-2054,44.89,2040-2069,CanESM2
29-07-2054,46.16,2040-2069,CanESM2
30-07-2054,44.12,2040-2069,CanESM2
31-07-2054,37.71,2040-2069,CanESM2
01-08-2054,37.62,2040-2069,CanESM2
02-08-2054,40.82,2040-2069,CanESM2
03-08-2054,42.39,2040-2069,CanESM2
04-08-2054,43.44,2040-2069,CanESM2
05-08-2054,44.51,2040-2069,CanESM2
06-08-2054,45.59,2040-2069,CanESM2
07-08-2054,44.68,2040-2069,CanESM2
08-08-2054,38.33,2040-2069,CanESM2
09-08-2054,34.29,2040-2069,CanESM2
10-08-2054,34.54,2040-2069,CanESM2
11-08-2054,36.84,2040-2069,CanESM2
12-08-2054,39.76,2040-2069,CanESM2
13-08-2054,41.95,2040-2069,CanESM2
14-08-2054,41.37,2040-2069,CanESM2
15-08-2054,43.14,2040-2069,CanESM2
16-08-2054,43.1,2040-2069,CanESM2
17-08-2054,42.99,2040-2069,CanESM2
18-08-2054,43.99,2040-2069,CanESM2
19-08-2054,43.35,2040-2069,CanESM2
20-08-2054,37.47,2040-2069,CanESM2
21-08-2054,39.69,2040-2069,CanESM2
22-08-2054,35.99,2040-2069,CanESM2
23-08-2054,39.49,2040-2069,CanESM2
24-08-2054,37.45,2040-2069,CanESM2
25-08-2054,39.99,2040-2069,CanESM2
26-08-2054,34.07,2040-2069,CanESM2
27-08-2054,27.18,2040-2069,CanESM2
28-08-2054,31.33,2040-2069,CanESM2
29-08-2054,42.32,2040-2069,CanESM2
30-08-2054,44.24,2040-2069,CanESM2
31-08-2054,44.3,2040-2069,CanESM2
01-09-2054,44.03,2040-2069,CanESM2
02-09-2054,42.59,2040-2069,CanESM2
03-09-2054,41.99,2040-2069,CanESM2
04-09-2054,43.08,2040-2069,CanESM2
05-09-2054,43.26,2040-2069,CanESM2
06-09-2054,42.76,2040-2069,CanESM2
07-09-2054,33.12,2040-2069,CanESM2
08-09-2054,27.68,2040-2069,CanESM2
09-09-2054,35.24,2040-2069,CanESM2
10-09-2054,35.07,2040-2069,CanESM2
11-09-2054,28.17,2040-2069,CanESM2
12-09-2054,33.67,2040-2069,CanESM2
13-09-2054,35.74,2040-2069,CanESM2
14-09-2054,35.53,2040-2069,CanESM2
15-09-2054,38.47,2040-2069,CanESM2
16-09-2054,39.78,2040-2069,CanESM2
17-09-2054,34.02,2040-2069,CanESM2
18-09-2054,29.16,2040-2069,CanESM2
19-09-2054,29.31,2040-2069,CanESM2
20-09-2054,33.03,2040-2069,CanESM2
21-09-2054,36.87,2040-2069,CanESM2
22-09-2054,36.22,2040-2069,CanESM2
23-09-2054,34.31,2040-2069,CanESM2
24-09-2054,27.92,2040-2069,CanESM2
25-09-2054,22.84,2040-2069,CanESM2
26-09-2054,30.55,2040-2069,CanESM2
27-09-2054,34.02,2040-2069,CanESM2
28-09-2054,29.85,2040-2069,CanESM2
29-09-2054,21.66,2040-2069,CanESM2
30-09-2054,20.97,2040-2069,CanESM2
01-10-2054,27.77,2040-2069,CanESM2
02-10-2054,30.81,2040-2069,CanESM2
03-10-2054,27.92,2040-2069,CanESM2
04-10-2054,29.29,2040-2069,CanESM2
05-10-2054,27.42,2040-2069,CanESM2
06-10-2054,26.09,2040-2069,CanESM2
07-10-2054,23.6,2040-2069,CanESM2
08-10-2054,30.22,2040-2069,CanESM2
09-10-2054,29.31,2040-2069,CanESM2
10-10-2054,23.87,2040-2069,CanESM2
11-10-2054,22.96,2040-2069,CanESM2
12-10-2054,17.45,2040-2069,CanESM2
13-10-2054,24.26,2040-2069,CanESM2
14-10-2054,21.49,2040-2069,CanESM2
15-10-2054,13.99,2040-2069,CanESM2
16-10-2054,14.95,2040-2069,CanESM2
17-10-2054,14.12,2040-2069,CanESM2
18-10-2054,14.79,2040-2069,CanESM2
19-10-2054,15.39,2040-2069,CanESM2
20-10-2054,18.6,2040-2069,CanESM2
21-10-2054,20.75,2040-2069,CanESM2
22-10-2054,20.33,2040-2069,CanESM2
23-10-2054,23.24,2040-2069,CanESM2
24-10-2054,25.27,2040-2069,CanESM2
25-10-2054,23.65,2040-2069,CanESM2
26-10-2054,22.37,2040-2069,CanESM2
27-10-2054,23.63,2040-2069,CanESM2
28-10-2054,24.37,2040-2069,CanESM2
29-10-2054,19.66,2040-2069,CanESM2
30-10-2054,11.79,2040-2069,CanESM2
31-10-2054,18.94,2040-2069,CanESM2
01-11-2054,22.04,2040-2069,CanESM2
02-11-2054,22.23,2040-2069,CanESM2
03-11-2054,19.65,2040-2069,CanESM2
04-11-2054,20.9,2040-2069,CanESM2
05-11-2054,20.86,2040-2069,CanESM2
06-11-2054,20.63,2040-2069,CanESM2
07-11-2054,17.44,2040-2069,CanESM2
08-11-2054,16.93,2040-2069,CanESM2
09-11-2054,18.22,2040-2069,CanESM2
10-11-2054,19.46,2040-2069,CanESM2
11-11-2054,21.15,2040-2069,CanESM2
12-11-2054,17.81,2040-2069,CanESM2
13-11-2054,14.3,2040-2069,CanESM2
14-11-2054,16.48,2040-2069,CanESM2
15-11-2054,19.25,2040-2069,CanESM2
16-11-2054,13.21,2040-2069,CanESM2
17-11-2054,8.32,2040-2069,CanESM2
18-11-2054,14.19,2040-2069,CanESM2
19-11-2054,9.35,2040-2069,CanESM2
20-11-2054,8.37,2040-2069,CanESM2
21-11-2054,10.54,2040-2069,CanESM2
22-11-2054,8.07,2040-2069,CanESM2
23-11-2054,6.52,2040-2069,CanESM2
24-11-2054,9.86,2040-2069,CanESM2
25-11-2054,9.94,2040-2069,CanESM2
26-11-2054,13.74,2040-2069,CanESM2
27-11-2054,8.01,2040-2069,CanESM2
28-11-2054,8.16,2040-2069,CanESM2
29-11-2054,5.64,2040-2069,CanESM2
30-11-2054,2.85,2040-2069,CanESM2
01-12-2054,2.96,2040-2069,CanESM2
02-12-2054,4.53,2040-2069,CanESM2
03-12-2054,3.65,2040-2069,CanESM2
04-12-2054,0.9,2040-2069,CanESM2
05-12-2054,3.78,2040-2069,CanESM2
06-12-2054,8.89,2040-2069,CanESM2
07-12-2054,3.65,2040-2069,CanESM2
08-12-2054,0.79,2040-2069,CanESM2
09-12-2054,1.4,2040-2069,CanESM2
10-12-2054,5.68,2040-2069,CanESM2
11-12-2054,1.53,2040-2069,CanESM2
12-12-2054,5.58,2040-2069,CanESM2
13-12-2054,8.52,2040-2069,CanESM2
14-12-2054,6.78,2040-2069,CanESM2
15-12-2054,7.34,2040-2069,CanESM2
16-12-2054,4.98,2040-2069,CanESM2
17-12-2054,9.37,2040-2069,CanESM2
18-12-2054,4.55,2040-2069,CanESM2
19-12-2054,3.6,2040-2069,CanESM2
20-12-2054,0.96,2040-2069,CanESM2
21-12-2054,0.14,2040-2069,CanESM2
22-12-2054,1.66,2040-2069,CanESM2
23-12-2054,2.85,2040-2069,CanESM2
24-12-2054,3.58,2040-2069,CanESM2
25-12-2054,5.91,2040-2069,CanESM2
26-12-2054,8.2,2040-2069,CanESM2
27-12-2054,2.71,2040-2069,CanESM2
28-12-2054,0.56,2040-2069,CanESM2
29-12-2054,5.55,2040-2069,CanESM2
30-12-2054,3.73,2040-2069,CanESM2
31-12-2054,3.57,2040-2069,CanESM2
01-01-2055,0.57,2040-2069,CanESM2
02-01-2055,5.68,2040-2069,CanESM2
03-01-2055,9.06,2040-2069,CanESM2
04-01-2055,-0.9,2040-2069,CanESM2
05-01-2055,-0.79,2040-2069,CanESM2
06-01-2055,-0.61,2040-2069,CanESM2
07-01-2055,-0.67,2040-2069,CanESM2
08-01-2055,2.05,2040-2069,CanESM2
09-01-2055,2.69,2040-2069,CanESM2
10-01-2055,-1.75,2040-2069,CanESM2
11-01-2055,-2.59,2040-2069,CanESM2
12-01-2055,-6.68,2040-2069,CanESM2
13-01-2055,0.75,2040-2069,CanESM2
14-01-2055,-0.66,2040-2069,CanESM2
15-01-2055,-2.1,2040-2069,CanESM2
16-01-2055,-0.29,2040-2069,CanESM2
17-01-2055,6.08,2040-2069,CanESM2
18-01-2055,4.99,2040-2069,CanESM2
19-01-2055,2.54,2040-2069,CanESM2
20-01-2055,3.95,2040-2069,CanESM2
21-01-2055,6.13,2040-2069,CanESM2
22-01-2055,1.37,2040-2069,CanESM2
23-01-2055,1.54,2040-2069,CanESM2
24-01-2055,1.79,2040-2069,CanESM2
25-01-2055,2.9,2040-2069,CanESM2
26-01-2055,2.93,2040-2069,CanESM2
27-01-2055,2.56,2040-2069,CanESM2
28-01-2055,6.97,2040-2069,CanESM2
29-01-2055,9.74,2040-2069,CanESM2
30-01-2055,3.89,2040-2069,CanESM2
31-01-2055,0.25,2040-2069,CanESM2
01-02-2055,0.94,2040-2069,CanESM2
02-02-2055,0.31,2040-2069,CanESM2
03-02-2055,8.44,2040-2069,CanESM2
04-02-2055,10.73,2040-2069,CanESM2
05-02-2055,13.44,2040-2069,CanESM2
06-02-2055,6.91,2040-2069,CanESM2
07-02-2055,5.39,2040-2069,CanESM2
08-02-2055,6.56,2040-2069,CanESM2
09-02-2055,4.13,2040-2069,CanESM2
10-02-2055,2.6,2040-2069,CanESM2
11-02-2055,2.69,2040-2069,CanESM2
12-02-2055,2.74,2040-2069,CanESM2
13-02-2055,1.08,2040-2069,CanESM2
14-02-2055,0.35,2040-2069,CanESM2
15-02-2055,0.62,2040-2069,CanESM2
16-02-2055,1.12,2040-2069,CanESM2
17-02-2055,-0.23,2040-2069,CanESM2
18-02-2055,0.81,2040-2069,CanESM2
19-02-2055,2.96,2040-2069,CanESM2
20-02-2055,5.8,2040-2069,CanESM2
21-02-2055,9.85,2040-2069,CanESM2
22-02-2055,6.03,2040-2069,CanESM2
23-02-2055,7.03,2040-2069,CanESM2
24-02-2055,4.88,2040-2069,CanESM2
25-02-2055,5.11,2040-2069,CanESM2
26-02-2055,2.52,2040-2069,CanESM2
27-02-2055,0.53,2040-2069,CanESM2
28-02-2055,3.08,2040-2069,CanESM2
01-03-2055,5.1,2040-2069,CanESM2
02-03-2055,7.65,2040-2069,CanESM2
03-03-2055,10.74,2040-2069,CanESM2
04-03-2055,8.96,2040-2069,CanESM2
05-03-2055,9.45,2040-2069,CanESM2
06-03-2055,12.23,2040-2069,CanESM2
07-03-2055,15.22,2040-2069,CanESM2
08-03-2055,7.1,2040-2069,CanESM2
09-03-2055,14.18,2040-2069,CanESM2
10-03-2055,17.91,2040-2069,CanESM2
11-03-2055,17.08,2040-2069,CanESM2
12-03-2055,17.69,2040-2069,CanESM2
13-03-2055,9.6,2040-2069,CanESM2
14-03-2055,2.35,2040-2069,CanESM2
15-03-2055,3.57,2040-2069,CanESM2
16-03-2055,7.95,2040-2069,CanESM2
17-03-2055,10.19,2040-2069,CanESM2
18-03-2055,4.46,2040-2069,CanESM2
19-03-2055,2.04,2040-2069,CanESM2
20-03-2055,0.84,2040-2069,CanESM2
21-03-2055,2.01,2040-2069,CanESM2
22-03-2055,4.79,2040-2069,CanESM2
23-03-2055,8.47,2040-2069,CanESM2
24-03-2055,4.69,2040-2069,CanESM2
25-03-2055,2.74,2040-2069,CanESM2
26-03-2055,1.94,2040-2069,CanESM2
27-03-2055,4.48,2040-2069,CanESM2
28-03-2055,5.97,2040-2069,CanESM2
29-03-2055,9.72,2040-2069,CanESM2
30-03-2055,8.12,2040-2069,CanESM2
31-03-2055,9.3,2040-2069,CanESM2
01-04-2055,12.47,2040-2069,CanESM2
02-04-2055,12.19,2040-2069,CanESM2
03-04-2055,12.98,2040-2069,CanESM2
04-04-2055,5.7,2040-2069,CanESM2
05-04-2055,2.93,2040-2069,CanESM2
06-04-2055,3.07,2040-2069,CanESM2
07-04-2055,8.04,2040-2069,CanESM2
08-04-2055,11.71,2040-2069,CanESM2
09-04-2055,9.02,2040-2069,CanESM2
10-04-2055,10.66,2040-2069,CanESM2
11-04-2055,13.07,2040-2069,CanESM2
12-04-2055,15.92,2040-2069,CanESM2
13-04-2055,16.24,2040-2069,CanESM2
14-04-2055,13.18,2040-2069,CanESM2
15-04-2055,12.34,2040-2069,CanESM2
16-04-2055,14.46,2040-2069,CanESM2
17-04-2055,17.66,2040-2069,CanESM2
18-04-2055,20.16,2040-2069,CanESM2
19-04-2055,23.75,2040-2069,CanESM2
20-04-2055,25.85,2040-2069,CanESM2
21-04-2055,26.45,2040-2069,CanESM2
22-04-2055,24.68,2040-2069,CanESM2
23-04-2055,16.09,2040-2069,CanESM2
24-04-2055,14.59,2040-2069,CanESM2
25-04-2055,17.75,2040-2069,CanESM2
26-04-2055,18.67,2040-2069,CanESM2
27-04-2055,18.19,2040-2069,CanESM2
28-04-2055,14.1,2040-2069,CanESM2
29-04-2055,9.51,2040-2069,CanESM2
30-04-2055,9.25,2040-2069,CanESM2
01-05-2055,15.08,2040-2069,CanESM2
02-05-2055,18.43,2040-2069,CanESM2
03-05-2055,17.3,2040-2069,CanESM2
04-05-2055,15.71,2040-2069,CanESM2
05-05-2055,14.23,2040-2069,CanESM2
06-05-2055,17.1,2040-2069,CanESM2
07-05-2055,12.43,2040-2069,CanESM2
08-05-2055,16.08,2040-2069,CanESM2
09-05-2055,24.03,2040-2069,CanESM2
10-05-2055,25,2040-2069,CanESM2
11-05-2055,30.77,2040-2069,CanESM2
12-05-2055,30.76,2040-2069,CanESM2
13-05-2055,28.81,2040-2069,CanESM2
14-05-2055,28.03,2040-2069,CanESM2
15-05-2055,36.89,2040-2069,CanESM2
16-05-2055,37.61,2040-2069,CanESM2
17-05-2055,35.64,2040-2069,CanESM2
18-05-2055,26.41,2040-2069,CanESM2
19-05-2055,25.84,2040-2069,CanESM2
20-05-2055,32.18,2040-2069,CanESM2
21-05-2055,36.12,2040-2069,CanESM2
22-05-2055,29.88,2040-2069,CanESM2
23-05-2055,25.14,2040-2069,CanESM2
24-05-2055,25.13,2040-2069,CanESM2
25-05-2055,28.95,2040-2069,CanESM2
26-05-2055,29.81,2040-2069,CanESM2
27-05-2055,32.44,2040-2069,CanESM2
28-05-2055,28.77,2040-2069,CanESM2
29-05-2055,32.68,2040-2069,CanESM2
30-05-2055,34.89,2040-2069,CanESM2
31-05-2055,34.14,2040-2069,CanESM2
01-06-2055,35.89,2040-2069,CanESM2
02-06-2055,30.98,2040-2069,CanESM2
03-06-2055,30.23,2040-2069,CanESM2
04-06-2055,34.98,2040-2069,CanESM2
05-06-2055,39.83,2040-2069,CanESM2
06-06-2055,35.28,2040-2069,CanESM2
07-06-2055,37.08,2040-2069,CanESM2
08-06-2055,38.57,2040-2069,CanESM2
09-06-2055,39.35,2040-2069,CanESM2
10-06-2055,39.12,2040-2069,CanESM2
11-06-2055,40.48,2040-2069,CanESM2
12-06-2055,41.72,2040-2069,CanESM2
13-06-2055,35.73,2040-2069,CanESM2
14-06-2055,34.06,2040-2069,CanESM2
15-06-2055,37.15,2040-2069,CanESM2
16-06-2055,43.62,2040-2069,CanESM2
17-06-2055,43.87,2040-2069,CanESM2
18-06-2055,40.36,2040-2069,CanESM2
19-06-2055,36.68,2040-2069,CanESM2
20-06-2055,40.76,2040-2069,CanESM2
21-06-2055,39.61,2040-2069,CanESM2
22-06-2055,42.2,2040-2069,CanESM2
23-06-2055,44.24,2040-2069,CanESM2
24-06-2055,39.93,2040-2069,CanESM2
25-06-2055,40.76,2040-2069,CanESM2
26-06-2055,45.3,2040-2069,CanESM2
27-06-2055,41.33,2040-2069,CanESM2
28-06-2055,35.34,2040-2069,CanESM2
29-06-2055,35.71,2040-2069,CanESM2
30-06-2055,42.29,2040-2069,CanESM2
01-07-2055,46.08,2040-2069,CanESM2
02-07-2055,47.19,2040-2069,CanESM2
03-07-2055,45.93,2040-2069,CanESM2
04-07-2055,39.67,2040-2069,CanESM2
05-07-2055,31.88,2040-2069,CanESM2
06-07-2055,31.5,2040-2069,CanESM2
07-07-2055,33.87,2040-2069,CanESM2
08-07-2055,35.81,2040-2069,CanESM2
09-07-2055,37.7,2040-2069,CanESM2
10-07-2055,34.25,2040-2069,CanESM2
11-07-2055,32.87,2040-2069,CanESM2
