Daily Precipitation,,,
Date,Value,Time Period,Climate Model
20-02-1998,0.398,1986-2005,GFDL-ESM2M
21-02-1998,0,1986-2005,GFDL-ESM2M
22-02-1998,4.484,1986-2005,GFDL-ESM2M
23-02-1998,0,1986-2005,GFDL-ESM2M
24-02-1998,5.882,1986-2005,GFDL-ESM2M
25-02-1998,0.068,1986-2005,GFDL-ESM2M
26-02-1998,0,1986-2005,GFDL-ESM2M
27-02-1998,0,1986-2005,GFDL-ESM2M
28-02-1998,11.685,1986-2005,GFDL-ESM2M
01-03-1998,11.977,1986-2005,GFDL-ESM2M
02-03-1998,4.789,1986-2005,GFDL-ESM2M
03-03-1998,0.62,1986-2005,GFDL-ESM2M
04-03-1998,0.124,1986-2005,GFDL-ESM2M
05-03-1998,0.025,1986-2005,GFDL-ESM2M
06-03-1998,0.218,1986-2005,GFDL-ESM2M
07-03-1998,0.468,1986-2005,GFDL-ESM2M
08-03-1998,3.033,1986-2005,GFDL-ESM2M
09-03-1998,4.78,1986-2005,GFDL-ESM2M
10-03-1998,1.059,1986-2005,GFDL-ESM2M
11-03-1998,7.77,1986-2005,GFDL-ESM2M
12-03-1998,1.159,1986-2005,GFDL-ESM2M
13-03-1998,0.399,1986-2005,GFDL-ESM2M
14-03-1998,0,1986-2005,GFDL-ESM2M
15-03-1998,12.468,1986-2005,GFDL-ESM2M
16-03-1998,1.914,1986-2005,GFDL-ESM2M
17-03-1998,0.15,1986-2005,GFDL-ESM2M
18-03-1998,0.007,1986-2005,GFDL-ESM2M
19-03-1998,25.34,1986-2005,GFDL-ESM2M
20-03-1998,10.184,1986-2005,GFDL-ESM2M
21-03-1998,0.076,1986-2005,GFDL-ESM2M
22-03-1998,0.378,1986-2005,GFDL-ESM2M
23-03-1998,0.33,1986-2005,GFDL-ESM2M
24-03-1998,0.009,1986-2005,GFDL-ESM2M
25-03-1998,0.011,1986-2005,GFDL-ESM2M
26-03-1998,0.293,1986-2005,GFDL-ESM2M
27-03-1998,0.371,1986-2005,GFDL-ESM2M
28-03-1998,1.964,1986-2005,GFDL-ESM2M
29-03-1998,4.091,1986-2005,GFDL-ESM2M
30-03-1998,0,1986-2005,GFDL-ESM2M
31-03-1998,5.87,1986-2005,GFDL-ESM2M
01-04-1998,0.08,1986-2005,GFDL-ESM2M
02-04-1998,20.037,1986-2005,GFDL-ESM2M
03-04-1998,18.271,1986-2005,GFDL-ESM2M
04-04-1998,0,1986-2005,GFDL-ESM2M
05-04-1998,0.002,1986-2005,GFDL-ESM2M
06-04-1998,1.087,1986-2005,GFDL-ESM2M
07-04-1998,7.859,1986-2005,GFDL-ESM2M
08-04-1998,1.862,1986-2005,GFDL-ESM2M
09-04-1998,0.37,1986-2005,GFDL-ESM2M
10-04-1998,0.035,1986-2005,GFDL-ESM2M
11-04-1998,14.321,1986-2005,GFDL-ESM2M
12-04-1998,28.481,1986-2005,GFDL-ESM2M
13-04-1998,4.118,1986-2005,GFDL-ESM2M
14-04-1998,1.027,1986-2005,GFDL-ESM2M
15-04-1998,1.051,1986-2005,GFDL-ESM2M
16-04-1998,6.174,1986-2005,GFDL-ESM2M
17-04-1998,31.116,1986-2005,GFDL-ESM2M
18-04-1998,0.002,1986-2005,GFDL-ESM2M
19-04-1998,0,1986-2005,GFDL-ESM2M
20-04-1998,0.194,1986-2005,GFDL-ESM2M
21-04-1998,7.083,1986-2005,GFDL-ESM2M
22-04-1998,35.381,1986-2005,GFDL-ESM2M
23-04-1998,4.534,1986-2005,GFDL-ESM2M
24-04-1998,0.693,1986-2005,GFDL-ESM2M
25-04-1998,0,1986-2005,GFDL-ESM2M
26-04-1998,0,1986-2005,GFDL-ESM2M
27-04-1998,0,1986-2005,GFDL-ESM2M
28-04-1998,0,1986-2005,GFDL-ESM2M
29-04-1998,0.002,1986-2005,GFDL-ESM2M
30-04-1998,0.161,1986-2005,GFDL-ESM2M
01-05-1998,3.435,1986-2005,GFDL-ESM2M
02-05-1998,0.949,1986-2005,GFDL-ESM2M
03-05-1998,0.263,1986-2005,GFDL-ESM2M
04-05-1998,0.001,1986-2005,GFDL-ESM2M
05-05-1998,21.386,1986-2005,GFDL-ESM2M
06-05-1998,7.167,1986-2005,GFDL-ESM2M
07-05-1998,1.482,1986-2005,GFDL-ESM2M
08-05-1998,0.019,1986-2005,GFDL-ESM2M
09-05-1998,3.539,1986-2005,GFDL-ESM2M
10-05-1998,0.791,1986-2005,GFDL-ESM2M
11-05-1998,0.089,1986-2005,GFDL-ESM2M
12-05-1998,0.005,1986-2005,GFDL-ESM2M
13-05-1998,2.732,1986-2005,GFDL-ESM2M
14-05-1998,1.559,1986-2005,GFDL-ESM2M
15-05-1998,0,1986-2005,GFDL-ESM2M
16-05-1998,23.581,1986-2005,GFDL-ESM2M
17-05-1998,9.26,1986-2005,GFDL-ESM2M
18-05-1998,0.009,1986-2005,GFDL-ESM2M
19-05-1998,0.004,1986-2005,GFDL-ESM2M
20-05-1998,8.715,1986-2005,GFDL-ESM2M
21-05-1998,0.663,1986-2005,GFDL-ESM2M
22-05-1998,8.357,1986-2005,GFDL-ESM2M
23-05-1998,0,1986-2005,GFDL-ESM2M
24-05-1998,0.007,1986-2005,GFDL-ESM2M
25-05-1998,8.076,1986-2005,GFDL-ESM2M
26-05-1998,11.178,1986-2005,GFDL-ESM2M
27-05-1998,1.13,1986-2005,GFDL-ESM2M
28-05-1998,0,1986-2005,GFDL-ESM2M
29-05-1998,2.764,1986-2005,GFDL-ESM2M
30-05-1998,13.512,1986-2005,GFDL-ESM2M
31-05-1998,1.907,1986-2005,GFDL-ESM2M
01-06-1998,0.138,1986-2005,GFDL-ESM2M
02-06-1998,4.215,1986-2005,GFDL-ESM2M
03-06-1998,0,1986-2005,GFDL-ESM2M
04-06-1998,0,1986-2005,GFDL-ESM2M
05-06-1998,0,1986-2005,GFDL-ESM2M
06-06-1998,15.485,1986-2005,GFDL-ESM2M
07-06-1998,0.961,1986-2005,GFDL-ESM2M
08-06-1998,2.187,1986-2005,GFDL-ESM2M
09-06-1998,0.517,1986-2005,GFDL-ESM2M
10-06-1998,0.63,1986-2005,GFDL-ESM2M
11-06-1998,0,1986-2005,GFDL-ESM2M
12-06-1998,0.007,1986-2005,GFDL-ESM2M
13-06-1998,0,1986-2005,GFDL-ESM2M
14-06-1998,0,1986-2005,GFDL-ESM2M
15-06-1998,3.167,1986-2005,GFDL-ESM2M
16-06-1998,13.942,1986-2005,GFDL-ESM2M
17-06-1998,2.48,1986-2005,GFDL-ESM2M
18-06-1998,4.736,1986-2005,GFDL-ESM2M
19-06-1998,12.994,1986-2005,GFDL-ESM2M
20-06-1998,0,1986-2005,GFDL-ESM2M
21-06-1998,0.039,1986-2005,GFDL-ESM2M
22-06-1998,0.289,1986-2005,GFDL-ESM2M
23-06-1998,0,1986-2005,GFDL-ESM2M
24-06-1998,0,1986-2005,GFDL-ESM2M
25-06-1998,0,1986-2005,GFDL-ESM2M
26-06-1998,5.823,1986-2005,GFDL-ESM2M
27-06-1998,12.595,1986-2005,GFDL-ESM2M
28-06-1998,20.086,1986-2005,GFDL-ESM2M
29-06-1998,6.387,1986-2005,GFDL-ESM2M
30-06-1998,0,1986-2005,GFDL-ESM2M
01-07-1998,0.002,1986-2005,GFDL-ESM2M
02-07-1998,1.154,1986-2005,GFDL-ESM2M
03-07-1998,9.138,1986-2005,GFDL-ESM2M
04-07-1998,3.617,1986-2005,GFDL-ESM2M
05-07-1998,0.003,1986-2005,GFDL-ESM2M
06-07-1998,1.433,1986-2005,GFDL-ESM2M
07-07-1998,9.586,1986-2005,GFDL-ESM2M
08-07-1998,3.749,1986-2005,GFDL-ESM2M
09-07-1998,15.032,1986-2005,GFDL-ESM2M
10-07-1998,14.07,1986-2005,GFDL-ESM2M
11-07-1998,0.008,1986-2005,GFDL-ESM2M
12-07-1998,5.382,1986-2005,GFDL-ESM2M
13-07-1998,4.555,1986-2005,GFDL-ESM2M
14-07-1998,4.871,1986-2005,GFDL-ESM2M
15-07-1998,1.077,1986-2005,GFDL-ESM2M
16-07-1998,2.123,1986-2005,GFDL-ESM2M
17-07-1998,0.008,1986-2005,GFDL-ESM2M
18-07-1998,0,1986-2005,GFDL-ESM2M
19-07-1998,0,1986-2005,GFDL-ESM2M
20-07-1998,0,1986-2005,GFDL-ESM2M
21-07-1998,23.666,1986-2005,GFDL-ESM2M
22-07-1998,0.158,1986-2005,GFDL-ESM2M
23-07-1998,3.439,1986-2005,GFDL-ESM2M
24-07-1998,6.805,1986-2005,GFDL-ESM2M
25-07-1998,16.537,1986-2005,GFDL-ESM2M
26-07-1998,11.75,1986-2005,GFDL-ESM2M
27-07-1998,4.922,1986-2005,GFDL-ESM2M
28-07-1998,0.642,1986-2005,GFDL-ESM2M
29-07-1998,2.452,1986-2005,GFDL-ESM2M
30-07-1998,4.534,1986-2005,GFDL-ESM2M
31-07-1998,0.242,1986-2005,GFDL-ESM2M
01-08-1998,1.464,1986-2005,GFDL-ESM2M
02-08-1998,13.11,1986-2005,GFDL-ESM2M
03-08-1998,0.001,1986-2005,GFDL-ESM2M
04-08-1998,0.116,1986-2005,GFDL-ESM2M
05-08-1998,0.002,1986-2005,GFDL-ESM2M
06-08-1998,0.991,1986-2005,GFDL-ESM2M
07-08-1998,0.163,1986-2005,GFDL-ESM2M
08-08-1998,5.783,1986-2005,GFDL-ESM2M
09-08-1998,3.185,1986-2005,GFDL-ESM2M
10-08-1998,19.553,1986-2005,GFDL-ESM2M
11-08-1998,0.211,1986-2005,GFDL-ESM2M
12-08-1998,1.281,1986-2005,GFDL-ESM2M
13-08-1998,3.634,1986-2005,GFDL-ESM2M
14-08-1998,2.185,1986-2005,GFDL-ESM2M
15-08-1998,6.194,1986-2005,GFDL-ESM2M
16-08-1998,1.243,1986-2005,GFDL-ESM2M
17-08-1998,3.496,1986-2005,GFDL-ESM2M
18-08-1998,0.966,1986-2005,GFDL-ESM2M
19-08-1998,4.116,1986-2005,GFDL-ESM2M
20-08-1998,0.058,1986-2005,GFDL-ESM2M
21-08-1998,0,1986-2005,GFDL-ESM2M
22-08-1998,3.137,1986-2005,GFDL-ESM2M
23-08-1998,0,1986-2005,GFDL-ESM2M
24-08-1998,0,1986-2005,GFDL-ESM2M
25-08-1998,13.369,1986-2005,GFDL-ESM2M
26-08-1998,28.231,1986-2005,GFDL-ESM2M
27-08-1998,15.887,1986-2005,GFDL-ESM2M
28-08-1998,4.654,1986-2005,GFDL-ESM2M
29-08-1998,0,1986-2005,GFDL-ESM2M
30-08-1998,3.868,1986-2005,GFDL-ESM2M
31-08-1998,5.338,1986-2005,GFDL-ESM2M
01-09-1998,2.359,1986-2005,GFDL-ESM2M
02-09-1998,8.125,1986-2005,GFDL-ESM2M
03-09-1998,1.823,1986-2005,GFDL-ESM2M
04-09-1998,0.604,1986-2005,GFDL-ESM2M
05-09-1998,10.485,1986-2005,GFDL-ESM2M
06-09-1998,1.398,1986-2005,GFDL-ESM2M
07-09-1998,6.263,1986-2005,GFDL-ESM2M
08-09-1998,3.18,1986-2005,GFDL-ESM2M
09-09-1998,1.434,1986-2005,GFDL-ESM2M
10-09-1998,2.07,1986-2005,GFDL-ESM2M
11-09-1998,1.446,1986-2005,GFDL-ESM2M
12-09-1998,1.606,1986-2005,GFDL-ESM2M
13-09-1998,0,1986-2005,GFDL-ESM2M
14-09-1998,0.47,1986-2005,GFDL-ESM2M
15-09-1998,0,1986-2005,GFDL-ESM2M
16-09-1998,40.131,1986-2005,GFDL-ESM2M
17-09-1998,9.474,1986-2005,GFDL-ESM2M
18-09-1998,0.427,1986-2005,GFDL-ESM2M
19-09-1998,0,1986-2005,GFDL-ESM2M
20-09-1998,0,1986-2005,GFDL-ESM2M
21-09-1998,0,1986-2005,GFDL-ESM2M
22-09-1998,0.037,1986-2005,GFDL-ESM2M
23-09-1998,0,1986-2005,GFDL-ESM2M
24-09-1998,3.845,1986-2005,GFDL-ESM2M
25-09-1998,0.004,1986-2005,GFDL-ESM2M
26-09-1998,0.702,1986-2005,GFDL-ESM2M
27-09-1998,2.177,1986-2005,GFDL-ESM2M
28-09-1998,3.213,1986-2005,GFDL-ESM2M
29-09-1998,1.437,1986-2005,GFDL-ESM2M
30-09-1998,1.437,1986-2005,GFDL-ESM2M
01-10-1998,0.005,1986-2005,GFDL-ESM2M
02-10-1998,0.012,1986-2005,GFDL-ESM2M
03-10-1998,0,1986-2005,GFDL-ESM2M
04-10-1998,0,1986-2005,GFDL-ESM2M
05-10-1998,0,1986-2005,GFDL-ESM2M
06-10-1998,3.752,1986-2005,GFDL-ESM2M
07-10-1998,0.658,1986-2005,GFDL-ESM2M
08-10-1998,0.009,1986-2005,GFDL-ESM2M
09-10-1998,0,1986-2005,GFDL-ESM2M
10-10-1998,0.054,1986-2005,GFDL-ESM2M
11-10-1998,2.27,1986-2005,GFDL-ESM2M
12-10-1998,0.029,1986-2005,GFDL-ESM2M
13-10-1998,3.886,1986-2005,GFDL-ESM2M
14-10-1998,0.764,1986-2005,GFDL-ESM2M
15-10-1998,0.1,1986-2005,GFDL-ESM2M
16-10-1998,0.11,1986-2005,GFDL-ESM2M
17-10-1998,4.608,1986-2005,GFDL-ESM2M
18-10-1998,1.234,1986-2005,GFDL-ESM2M
19-10-1998,0.001,1986-2005,GFDL-ESM2M
20-10-1998,0.052,1986-2005,GFDL-ESM2M
21-10-1998,1.941,1986-2005,GFDL-ESM2M
22-10-1998,3.096,1986-2005,GFDL-ESM2M
23-10-1998,0,1986-2005,GFDL-ESM2M
24-10-1998,1.839,1986-2005,GFDL-ESM2M
25-10-1998,5.213,1986-2005,GFDL-ESM2M
26-10-1998,0.776,1986-2005,GFDL-ESM2M
27-10-1998,1.403,1986-2005,GFDL-ESM2M
28-10-1998,0.348,1986-2005,GFDL-ESM2M
29-10-1998,0.006,1986-2005,GFDL-ESM2M
30-10-1998,0,1986-2005,GFDL-ESM2M
31-10-1998,0,1986-2005,GFDL-ESM2M
01-11-1998,0,1986-2005,GFDL-ESM2M
02-11-1998,0,1986-2005,GFDL-ESM2M
03-11-1998,0,1986-2005,GFDL-ESM2M
04-11-1998,5.088,1986-2005,GFDL-ESM2M
05-11-1998,10.89,1986-2005,GFDL-ESM2M
06-11-1998,9.446,1986-2005,GFDL-ESM2M
07-11-1998,0.871,1986-2005,GFDL-ESM2M
08-11-1998,1.301,1986-2005,GFDL-ESM2M
09-11-1998,0.004,1986-2005,GFDL-ESM2M
10-11-1998,0,1986-2005,GFDL-ESM2M
11-11-1998,0,1986-2005,GFDL-ESM2M
12-11-1998,0,1986-2005,GFDL-ESM2M
13-11-1998,0,1986-2005,GFDL-ESM2M
14-11-1998,0.003,1986-2005,GFDL-ESM2M
15-11-1998,0.288,1986-2005,GFDL-ESM2M
16-11-1998,0.015,1986-2005,GFDL-ESM2M
17-11-1998,7.088,1986-2005,GFDL-ESM2M
18-11-1998,1.361,1986-2005,GFDL-ESM2M
19-11-1998,1.089,1986-2005,GFDL-ESM2M
20-11-1998,0.2,1986-2005,GFDL-ESM2M
21-11-1998,0,1986-2005,GFDL-ESM2M
22-11-1998,0,1986-2005,GFDL-ESM2M
23-11-1998,0,1986-2005,GFDL-ESM2M
24-11-1998,0.553,1986-2005,GFDL-ESM2M
25-11-1998,0.313,1986-2005,GFDL-ESM2M
26-11-1998,0,1986-2005,GFDL-ESM2M
27-11-1998,0,1986-2005,GFDL-ESM2M
28-11-1998,9.489,1986-2005,GFDL-ESM2M
29-11-1998,0.638,1986-2005,GFDL-ESM2M
30-11-1998,0.332,1986-2005,GFDL-ESM2M
01-12-1998,0.01,1986-2005,GFDL-ESM2M
02-12-1998,0.006,1986-2005,GFDL-ESM2M
03-12-1998,0.256,1986-2005,GFDL-ESM2M
04-12-1998,2.356,1986-2005,GFDL-ESM2M
05-12-1998,4.505,1986-2005,GFDL-ESM2M
06-12-1998,0.494,1986-2005,GFDL-ESM2M
07-12-1998,6.912,1986-2005,GFDL-ESM2M
08-12-1998,10.344,1986-2005,GFDL-ESM2M
09-12-1998,23.602,1986-2005,GFDL-ESM2M
10-12-1998,0.484,1986-2005,GFDL-ESM2M
11-12-1998,0,1986-2005,GFDL-ESM2M
12-12-1998,0,1986-2005,GFDL-ESM2M
13-12-1998,0.007,1986-2005,GFDL-ESM2M
14-12-1998,0,1986-2005,GFDL-ESM2M
15-12-1998,0.116,1986-2005,GFDL-ESM2M
16-12-1998,2.475,1986-2005,GFDL-ESM2M
17-12-1998,0.005,1986-2005,GFDL-ESM2M
18-12-1998,6.6,1986-2005,GFDL-ESM2M
19-12-1998,4.152,1986-2005,GFDL-ESM2M
20-12-1998,11.242,1986-2005,GFDL-ESM2M
21-12-1998,0.978,1986-2005,GFDL-ESM2M
22-12-1998,0.127,1986-2005,GFDL-ESM2M
23-12-1998,0.24,1986-2005,GFDL-ESM2M
24-12-1998,0.407,1986-2005,GFDL-ESM2M
25-12-1998,22.628,1986-2005,GFDL-ESM2M
26-12-1998,8.884,1986-2005,GFDL-ESM2M
27-12-1998,10.015,1986-2005,GFDL-ESM2M
28-12-1998,0.021,1986-2005,GFDL-ESM2M
29-12-1998,0.007,1986-2005,GFDL-ESM2M
30-12-1998,10.261,1986-2005,GFDL-ESM2M
31-12-1998,1.87,1986-2005,GFDL-ESM2M
01-01-1999,2.141,1986-2005,GFDL-ESM2M
02-01-1999,0,1986-2005,GFDL-ESM2M
03-01-1999,0.264,1986-2005,GFDL-ESM2M
04-01-1999,0.028,1986-2005,GFDL-ESM2M
05-01-1999,5.199,1986-2005,GFDL-ESM2M
06-01-1999,2.364,1986-2005,GFDL-ESM2M
07-01-1999,0.862,1986-2005,GFDL-ESM2M
08-01-1999,2.272,1986-2005,GFDL-ESM2M
09-01-1999,0.432,1986-2005,GFDL-ESM2M
10-01-1999,0.285,1986-2005,GFDL-ESM2M
11-01-1999,0.292,1986-2005,GFDL-ESM2M
12-01-1999,0.062,1986-2005,GFDL-ESM2M
13-01-1999,1.175,1986-2005,GFDL-ESM2M
14-01-1999,0.242,1986-2005,GFDL-ESM2M
15-01-1999,0.003,1986-2005,GFDL-ESM2M
16-01-1999,0,1986-2005,GFDL-ESM2M
17-01-1999,0.371,1986-2005,GFDL-ESM2M
18-01-1999,0.537,1986-2005,GFDL-ESM2M
19-01-1999,0.029,1986-2005,GFDL-ESM2M
20-01-1999,25.426,1986-2005,GFDL-ESM2M
21-01-1999,22.815,1986-2005,GFDL-ESM2M
22-01-1999,13.485,1986-2005,GFDL-ESM2M
23-01-1999,0.582,1986-2005,GFDL-ESM2M
24-01-1999,0.007,1986-2005,GFDL-ESM2M
25-01-1999,15.573,1986-2005,GFDL-ESM2M
26-01-1999,6.88,1986-2005,GFDL-ESM2M
27-01-1999,0.001,1986-2005,GFDL-ESM2M
28-01-1999,0.008,1986-2005,GFDL-ESM2M
29-01-1999,0.011,1986-2005,GFDL-ESM2M
30-01-1999,6.927,1986-2005,GFDL-ESM2M
31-01-1999,2.479,1986-2005,GFDL-ESM2M
01-02-1999,1.092,1986-2005,GFDL-ESM2M
02-02-1999,6.924,1986-2005,GFDL-ESM2M
03-02-1999,0,1986-2005,GFDL-ESM2M
04-02-1999,9.813,1986-2005,GFDL-ESM2M
05-02-1999,0.038,1986-2005,GFDL-ESM2M
06-02-1999,5.336,1986-2005,GFDL-ESM2M
07-02-1999,1.573,1986-2005,GFDL-ESM2M
08-02-1999,0.946,1986-2005,GFDL-ESM2M
09-02-1999,0.102,1986-2005,GFDL-ESM2M
10-02-1999,11.678,1986-2005,GFDL-ESM2M
11-02-1999,0.338,1986-2005,GFDL-ESM2M
12-02-1999,0,1986-2005,GFDL-ESM2M
13-02-1999,11.171,1986-2005,GFDL-ESM2M
14-02-1999,0.034,1986-2005,GFDL-ESM2M
15-02-1999,9.514,1986-2005,GFDL-ESM2M
16-02-1999,5.682,1986-2005,GFDL-ESM2M
17-02-1999,0.155,1986-2005,GFDL-ESM2M
18-02-1999,0,1986-2005,GFDL-ESM2M
19-02-1999,0.033,1986-2005,GFDL-ESM2M
20-02-1999,0.005,1986-2005,GFDL-ESM2M
21-02-1999,4.975,1986-2005,GFDL-ESM2M
22-02-1999,0.133,1986-2005,GFDL-ESM2M
23-02-1999,0.031,1986-2005,GFDL-ESM2M
24-02-1999,0.004,1986-2005,GFDL-ESM2M
25-02-1999,0.675,1986-2005,GFDL-ESM2M
26-02-1999,0.35,1986-2005,GFDL-ESM2M
27-02-1999,0.625,1986-2005,GFDL-ESM2M
28-02-1999,8.715,1986-2005,GFDL-ESM2M
01-03-1999,0.035,1986-2005,GFDL-ESM2M
02-03-1999,0.001,1986-2005,GFDL-ESM2M
03-03-1999,0.037,1986-2005,GFDL-ESM2M
04-03-1999,1.255,1986-2005,GFDL-ESM2M
05-03-1999,1.54,1986-2005,GFDL-ESM2M
06-03-1999,0.834,1986-2005,GFDL-ESM2M
07-03-1999,0.006,1986-2005,GFDL-ESM2M
08-03-1999,18.932,1986-2005,GFDL-ESM2M
09-03-1999,24.413,1986-2005,GFDL-ESM2M
10-03-1999,0.74,1986-2005,GFDL-ESM2M
11-03-1999,0.145,1986-2005,GFDL-ESM2M
12-03-1999,1.553,1986-2005,GFDL-ESM2M
13-03-1999,0.066,1986-2005,GFDL-ESM2M
14-03-1999,0.067,1986-2005,GFDL-ESM2M
15-03-1999,0.142,1986-2005,GFDL-ESM2M
16-03-1999,4.348,1986-2005,GFDL-ESM2M
17-03-1999,24.669,1986-2005,GFDL-ESM2M
18-03-1999,1.946,1986-2005,GFDL-ESM2M
19-03-1999,0.393,1986-2005,GFDL-ESM2M
20-03-1999,1.179,1986-2005,GFDL-ESM2M
21-03-1999,0.648,1986-2005,GFDL-ESM2M
22-03-1999,2.428,1986-2005,GFDL-ESM2M
23-03-1999,1.258,1986-2005,GFDL-ESM2M
24-03-1999,0.837,1986-2005,GFDL-ESM2M
25-03-1999,0,1986-2005,GFDL-ESM2M
26-03-1999,0,1986-2005,GFDL-ESM2M
27-03-1999,0,1986-2005,GFDL-ESM2M
28-03-1999,0,1986-2005,GFDL-ESM2M
29-03-1999,0,1986-2005,GFDL-ESM2M
30-03-1999,0,1986-2005,GFDL-ESM2M
31-03-1999,15.711,1986-2005,GFDL-ESM2M
01-04-1999,1.244,1986-2005,GFDL-ESM2M
02-04-1999,0.006,1986-2005,GFDL-ESM2M
03-04-1999,0,1986-2005,GFDL-ESM2M
04-04-1999,0.167,1986-2005,GFDL-ESM2M
05-04-1999,26.86,1986-2005,GFDL-ESM2M
06-04-1999,0.051,1986-2005,GFDL-ESM2M
07-04-1999,0,1986-2005,GFDL-ESM2M
08-04-1999,0,1986-2005,GFDL-ESM2M
09-04-1999,0,1986-2005,GFDL-ESM2M
10-04-1999,3.865,1986-2005,GFDL-ESM2M
11-04-1999,5.225,1986-2005,GFDL-ESM2M
12-04-1999,5.414,1986-2005,GFDL-ESM2M
13-04-1999,10.348,1986-2005,GFDL-ESM2M
14-04-1999,0,1986-2005,GFDL-ESM2M
15-04-1999,11.23,1986-2005,GFDL-ESM2M
16-04-1999,4.36,1986-2005,GFDL-ESM2M
17-04-1999,0.227,1986-2005,GFDL-ESM2M
18-04-1999,3.834,1986-2005,GFDL-ESM2M
19-04-1999,25.18,1986-2005,GFDL-ESM2M
20-04-1999,3.383,1986-2005,GFDL-ESM2M
21-04-1999,0.074,1986-2005,GFDL-ESM2M
22-04-1999,1.18,1986-2005,GFDL-ESM2M
23-04-1999,0.502,1986-2005,GFDL-ESM2M
24-04-1999,4.516,1986-2005,GFDL-ESM2M
25-04-1999,33.372,1986-2005,GFDL-ESM2M
26-04-1999,2.112,1986-2005,GFDL-ESM2M
27-04-1999,0.027,1986-2005,GFDL-ESM2M
28-04-1999,29.084,1986-2005,GFDL-ESM2M
29-04-1999,2.842,1986-2005,GFDL-ESM2M
30-04-1999,0.182,1986-2005,GFDL-ESM2M
01-05-1999,2.55,1986-2005,GFDL-ESM2M
02-05-1999,0.299,1986-2005,GFDL-ESM2M
03-05-1999,16.618,1986-2005,GFDL-ESM2M
04-05-1999,7.176,1986-2005,GFDL-ESM2M
05-05-1999,0.595,1986-2005,GFDL-ESM2M
06-05-1999,0.565,1986-2005,GFDL-ESM2M
07-05-1999,0,1986-2005,GFDL-ESM2M
08-05-1999,22.7,1986-2005,GFDL-ESM2M
09-05-1999,0.156,1986-2005,GFDL-ESM2M
10-05-1999,0,1986-2005,GFDL-ESM2M
11-05-1999,0.382,1986-2005,GFDL-ESM2M
12-05-1999,1.77,1986-2005,GFDL-ESM2M
13-05-1999,1.295,1986-2005,GFDL-ESM2M
14-05-1999,8.232,1986-2005,GFDL-ESM2M
15-05-1999,4.626,1986-2005,GFDL-ESM2M
16-05-1999,0.561,1986-2005,GFDL-ESM2M
17-05-1999,4.661,1986-2005,GFDL-ESM2M
18-05-1999,8.804,1986-2005,GFDL-ESM2M
19-05-1999,11.891,1986-2005,GFDL-ESM2M
20-05-1999,6.188,1986-2005,GFDL-ESM2M
21-05-1999,9.907,1986-2005,GFDL-ESM2M
22-05-1999,7.549,1986-2005,GFDL-ESM2M
23-05-1999,1.57,1986-2005,GFDL-ESM2M
24-05-1999,0.849,1986-2005,GFDL-ESM2M
25-05-1999,0.824,1986-2005,GFDL-ESM2M
26-05-1999,0.583,1986-2005,GFDL-ESM2M
27-05-1999,13.313,1986-2005,GFDL-ESM2M
28-05-1999,7.774,1986-2005,GFDL-ESM2M
29-05-1999,2.398,1986-2005,GFDL-ESM2M
30-05-1999,5.511,1986-2005,GFDL-ESM2M
31-05-1999,3.238,1986-2005,GFDL-ESM2M
01-06-1999,4.258,1986-2005,GFDL-ESM2M
02-06-1999,0.151,1986-2005,GFDL-ESM2M
03-06-1999,9.295,1986-2005,GFDL-ESM2M
04-06-1999,18.84,1986-2005,GFDL-ESM2M
05-06-1999,4.431,1986-2005,GFDL-ESM2M
06-06-1999,4.28,1986-2005,GFDL-ESM2M
07-06-1999,0.724,1986-2005,GFDL-ESM2M
08-06-1999,18.779,1986-2005,GFDL-ESM2M
09-06-1999,1.086,1986-2005,GFDL-ESM2M
10-06-1999,3.896,1986-2005,GFDL-ESM2M
11-06-1999,1.817,1986-2005,GFDL-ESM2M
12-06-1999,17.128,1986-2005,GFDL-ESM2M
13-06-1999,5.411,1986-2005,GFDL-ESM2M
14-06-1999,21.839,1986-2005,GFDL-ESM2M
15-06-1999,6.619,1986-2005,GFDL-ESM2M
16-06-1999,3.082,1986-2005,GFDL-ESM2M
17-06-1999,0,1986-2005,GFDL-ESM2M
18-06-1999,0.005,1986-2005,GFDL-ESM2M
19-06-1999,0.001,1986-2005,GFDL-ESM2M
20-06-1999,0,1986-2005,GFDL-ESM2M
21-06-1999,0,1986-2005,GFDL-ESM2M
22-06-1999,0,1986-2005,GFDL-ESM2M
23-06-1999,30.392,1986-2005,GFDL-ESM2M
24-06-1999,3.448,1986-2005,GFDL-ESM2M
25-06-1999,0.053,1986-2005,GFDL-ESM2M
26-06-1999,0.025,1986-2005,GFDL-ESM2M
27-06-1999,0.001,1986-2005,GFDL-ESM2M
28-06-1999,2.162,1986-2005,GFDL-ESM2M
29-06-1999,2.308,1986-2005,GFDL-ESM2M
30-06-1999,0.643,1986-2005,GFDL-ESM2M
01-07-1999,0,1986-2005,GFDL-ESM2M
02-07-1999,15.293,1986-2005,GFDL-ESM2M
03-07-1999,1.344,1986-2005,GFDL-ESM2M
04-07-1999,0.898,1986-2005,GFDL-ESM2M
05-07-1999,0,1986-2005,GFDL-ESM2M
06-07-1999,0.771,1986-2005,GFDL-ESM2M
07-07-1999,8.761,1986-2005,GFDL-ESM2M
08-07-1999,7.004,1986-2005,GFDL-ESM2M
09-07-1999,0.04,1986-2005,GFDL-ESM2M
